  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  1.6043e+02 -8.6905e-02 -4.0487e-02  2.2488e-02 -7.5185e-02 -2.9339e-02  4.7617e-02  2.7787e-01  8.2837e-01  3.4811e-02  4.8942e-02  4.0633e-02  1.7637e-02  2.4005e-01 -1.8393e-01  1.5862e-01  8.0655e-02  7.9687e-02 -1.9087e-02  4.8773e-05 -4.0107e-02 -5.6065e-02  6.6825e-02  1.5371e-01 -2.5338e-02  1.1503e-02 -2.1429e-01  5.6355e-02
  1.7572e+02  1.9869e-02  1.0080e-01  9.1443e-02  6.1243e-03  2.1924e-02  1.2041e-01  6.3559e-02  1.3820e-01  7.5000e-02  1.3945e-01 -1.0341e-01 -4.8383e-02 -3.2002e-01  4.6598e-01 -3.7231e-01  5.2866e-02 -2.3287e-01  6.6943e-02 -1.1930e-01 -4.8747e-02 -3.3986e-02 -3.2137e-01  4.9468e-01 -1.4090e-02 -1.1628e-01 -7.2756e-02 -1.9965e-02
  1.8524e+02  2.2490e-01 -6.6288e-02  1.2961e-02  2.3619e-01  2.0784e-02 -4.2665e-02  3.9074e-01  5.3513e-01  7.6010e-02 -1.5981e-01 -8.3510e-02 -1.4190e-01  4.1045e-02 -4.2293e-01 -4.6616e-02  7.4099e-02 -7.3167e-02 -1.2597e-01 -1.0315e-01  1.3745e-01  1.2223e-01 -1.4933e-01  2.5982e-01  1.2651e-01  1.1491e-02 -1.2371e-01  1.1914e-01
  1.9577e+02  3.8169e-02  9.1672e-02  9.6415e-02 -5.0910e-02  5.0243e-02 -1.0861e-01 -2.4046e-01 -1.2753e-01  2.0929e-01  6.2280e-02 -2.0366e-02 -4.8506e-02  4.8235e-01 -4.3932e-01  2.9861e-01  3.7482e-02  7.1802e-02 -1.4226e-01 -1.0964e-01 -1.0900e-02 -4.9154e-02 -3.0312e-02 -4.9888e-01 -8.4773e-02 -5.2345e-02 -1.5006e-02 -1.5252e-01
