  2.0943e+01  2.3552e+02  6.3304e+01  2.5097e+02 -1.1280e+03 -2.3299e+02 -5.6242e+01 -7.8076e+01 -8.3546e+01  6.3907e+03  1.9679e+04  9.6009e+03 -2.5358e+04 -1.7375e+04  1.1929e+04 -1.4742e+03 -5.9893e+04 -4.8446e+04  2.0871e+02 -4.4314e+01 -4.4253e+02  3.6998e+02 -3.6549e+02  2.3736e+02 -1.0651e+02 -3.1863e+02 -1.4209e+02
  6.4736e+01  1.2752e+00  2.4176e+02 -4.0507e+02  2.0612e+02 -1.5273e+03  3.3282e+02 -5.8896e+01  7.8547e+00 -1.5840e+04  9.6009e+03  2.5949e+04  5.6344e+04  2.0358e+04 -4.4536e+04  5.3175e+03 -5.6962e+04 -5.6913e+04  3.7323e+02 -3.5254e+02 -2.5378e+02  9.3956e+01 -2.1449e+02  1.5675e+02 -3.2275e+02 -1.7711e+02 -5.1493e+02
 -1.8544e+02  1.7477e+02 -3.7119e+02  7.2658e+02 -7.7556e+02  1.9927e+03 -3.9716e+02 -1.0929e+02  6.8166e+02 -7.3090e+04 -2.5358e+04  5.6344e+04  2.9664e+05  1.0811e+05 -2.2505e+05 -5.1937e+03 -7.0181e+03 -6.7987e+02 -6.1896e+01  8.5899e+01  1.4667e+02  2.1190e+02  5.3788e+01 -7.0310e+02  1.7662e+02 -2.7847e+02  1.9272e+02
  1.6692e+02 -8.5622e+00 -8.0505e+01 -5.4340e+01 -7.2960e+02  3.3962e+02  1.3022e+02  1.9605e+02  1.9727e+02 -3.3404e+04 -1.7375e+04  2.0358e+04  1.0811e+05  6.3074e+04 -6.1564e+04  2.3948e+04  8.1607e+03 -1.8781e+04  1.8561e+02 -3.9452e+02 -1.5906e+02  3.8268e+01 -1.6910e+02 -3.6359e+02 -5.0469e+02  2.9285e+02  2.3507e+01
 -4.8765e+02  1.5103e+02 -9.8510e+00  2.7919e+03 -5.5712e+02  9.6060e+02 -4.1432e+02  5.4543e+01 -3.2336e+01  4.9714e+04  1.1929e+04 -4.4536e+04 -2.2505e+05 -6.1564e+04  1.9344e+05  2.6519e+04  1.5226e+04 -1.6391e+04  9.8993e+01 -3.6769e+02 -2.5586e+02 -3.3641e+01  4.7534e+01  4.7860e+02 -3.1288e+02  1.3161e+02  2.4865e+01
  2.1223e+01  3.9466e+02  4.5707e+02 -7.2745e+01 -3.7192e+03 -3.9046e+03  4.5272e+02 -6.3954e+00  7.6469e+01 -9.0845e+03 -1.4742e+03  5.3175e+03 -5.1937e+03  2.3948e+04  2.6519e+04  4.6610e+04 -1.4038e+04 -4.2535e+04 -4.6795e+02 -8.9958e+02 -1.2558e+03  1.2512e+03 -1.2647e+03  5.2376e+02 -5.0771e+03  2.9643e+03  1.3179e+03
  1.6789e+02 -4.8071e+02 -2.6757e+02 -2.4002e+03  1.1678e+03 -6.3976e+02  2.0453e+02  1.0177e+02  1.7139e+02  5.9474e+03 -5.9893e+04 -5.6962e+04 -7.0181e+03  8.1607e+03  1.5226e+04 -1.4038e+04  2.3161e+05  2.0940e+05 -3.8348e+01 -1.0176e+03  6.7712e+02 -2.5336e+03  1.5853e+03 -5.3495e+02  1.5759e+03  1.9424e+03  1.6749e+03
  2.4376e+02 -2.1470e+02 -2.4462e+02 -3.8241e+03 -1.1431e+03 -5.0721e+02  4.3488e+01 -7.5067e+00 -3.7717e+02  1.2192e+04 -4.8446e+04 -5.6913e+04 -6.7987e+02 -1.8781e+04 -1.6391e+04 -4.2535e+04  2.0940e+05  2.4500e+05 -1.1699e+03  9.3168e+02 -4.7201e+02  5.9976e+02 -4.6873e+02 -1.9145e+03  1.5142e+03  1.1434e+03  3.7732e+03
 -5.5402e+01 -1.9139e+02 -4.0797e+02 -8.3182e+02 -4.3742e+00 -2.9140e+02  1.9156e+02 -3.8668e+02  1.1389e+02  2.1101e+01  2.0871e+02  3.7323e+02 -6.1896e+01  1.8561e+02  9.8993e+01 -4.6795e+02 -3.8348e+01 -1.1699e+03  2.3171e+04  9.9199e+03  4.3829e+03 -1.2823e+04 -5.2652e+03  1.3263e+04 -7.8178e+04 -3.4079e+04 -2.9337e+04
 -3.1793e+02  6.2549e+01 -3.1121e+02  2.6982e+02 -3.2384e+01  1.8329e+02  3.8872e+01 -4.3161e+02 -1.0135e+02  2.9350e+02 -4.4314e+01 -3.5254e+02  8.5899e+01 -3.9452e+02 -3.6769e+02 -8.9958e+02 -1.0176e+03  9.3168e+02  9.9199e+03  5.5413e+03  1.6625e+03 -5.3802e+03 -3.0238e+03  8.7711e+03 -3.3536e+04 -1.7248e+04 -1.3396e+04
 -3.4854e+02 -3.2302e+02 -2.8875e+02  8.0182e+01  3.0653e+02  1.4197e+02 -6.7853e+01 -2.7883e+02 -2.9204e+01  3.1807e+02 -4.4253e+02 -2.5378e+02  1.4667e+02 -1.5906e+02 -2.5586e+02 -1.2558e+03  6.7712e+02 -4.7201e+02  4.3829e+03  1.6625e+03  3.8227e+04  2.5209e+04  1.4601e+04 -1.1892e+05 -4.1451e+04 -1.8721e+04 -3.0592e+04
 -2.6241e+02 -3.2944e+02 -1.3828e+02 -4.8151e+01  2.2890e+02  4.0863e+02 -1.6478e+02 -1.9090e+01 -2.5257e+02 -1.6571e+02  3.6998e+02  9.3956e+01  2.1190e+02  3.8268e+01 -3.3641e+01  1.2512e+03 -2.5336e+03  5.9976e+02 -1.2823e+04 -5.3802e+03  2.5209e+04  4.5440e+04  1.9551e+04 -6.4066e+04  6.0999e+03  4.0070e+03 -3.6907e+04
 -1.2906e+02 -2.1532e+02 -1.3434e+02 -5.4612e+01  4.3780e+02  1.3606e+02 -1.8887e+02 -1.1203e+02  2.4996e+01  2.1298e+02 -3.6549e+02 -2.1449e+02  5.3788e+01 -1.6910e+02  4.7534e+01 -1.2647e+03  1.5853e+03 -4.6873e+02 -5.2652e+03 -3.0238e+03  1.4601e+04  1.9551e+04  1.1372e+04 -4.0581e+04  2.5449e+03  1.2464e+03 -1.5938e+04
 -2.8754e+02 -2.2964e+02 -2.1024e+02 -1.2991e+02  4.9758e+02 -7.8671e+01  4.1774e+02 -1.0192e+02  7.3513e+02  1.5960e+02  2.3736e+02  1.5675e+02 -7.0310e+02 -3.6359e+02  4.7860e+02  5.2376e+02 -5.3495e+02 -1.9145e+03  1.3263e+04  8.7711e+03 -1.1892e+05 -6.4066e+04 -4.0581e+04  4.9579e+05  1.1630e+04  6.1111e+03 -2.1039e+04
 -1.0742e+03  2.4641e+02  3.4345e+02  4.0991e+03  1.6782e+03  2.8366e+03 -1.2328e+03  7.0457e+02 -4.8559e+02  1.0802e+01 -1.0651e+02 -3.2275e+02  1.7662e+02 -5.0469e+02 -3.1288e+02 -5.0771e+03  1.5759e+03  1.5142e+03 -7.8178e+04 -3.3536e+04 -4.1451e+04  6.0999e+03  2.5449e+03  1.1630e+04  3.1162e+05  1.2705e+05  1.4987e+05
  7.8635e+02 -1.2774e+03  5.5010e+02  9.9405e+02 -1.8495e+03 -2.3654e+03 -4.1024e+02  3.0491e+03  1.4476e+03 -4.2472e+02 -3.1863e+02 -1.7711e+02 -2.7847e+02  2.9285e+02  1.3161e+02  2.9643e+03  1.9424e+03  1.1434e+03 -3.4079e+04 -1.7248e+04 -1.8721e+04  4.0070e+03  1.2464e+03  6.1111e+03  1.2705e+05  7.0391e+04  6.6625e+04
  8.2196e+02  1.1415e+03  3.1570e+02  2.1137e+03 -3.9435e+03 -1.3986e+03 -8.9128e+02  9.4393e+02 -9.8611e+02 -5.2658e+02 -1.4209e+02 -5.1493e+02  1.9272e+02  2.3507e+01  2.4865e+01  1.3179e+03  1.6749e+03  3.7732e+03 -2.9337e+04 -1.3396e+04 -3.0592e+04 -3.6907e+04 -1.5938e+04 -2.1039e+04  1.4987e+05  6.6625e+04  1.4229e+05
