  3.3789e+04 -1.1696e+04  4.7280e+03 -9.1354e+04  2.9563e+04  3.6227e+04 -3.8570e+04  1.7222e+04 -5.4223e+04 -7.4397e+02  2.0943e+01  6.4736e+01 -1.8544e+02  1.6692e+02 -4.8765e+02  2.1223e+01  1.6789e+02  2.4376e+02 -5.5402e+01 -3.1793e+02 -3.4854e+02 -2.6241e+02 -1.2906e+02 -2.8754e+02 -1.0742e+03  7.8635e+02  8.2196e+02
 -1.1696e+04  5.2074e+03 -2.7257e+03  3.0269e+04 -1.2151e+04 -1.2325e+04  1.6437e+04 -7.7995e+03  2.3617e+04  4.1181e+01  2.3552e+02  1.2752e+00  1.7477e+02 -8.5622e+00  1.5103e+02  3.9466e+02 -4.8071e+02 -2.1470e+02 -1.9139e+02  6.2549e+01 -3.2302e+02 -3.2944e+02 -2.1532e+02 -2.2964e+02  2.4641e+02 -1.2774e+03  1.1415e+03
  4.7280e+03 -2.7257e+03  2.8187e+04  2.4018e+04 -7.6766e+03 -2.3258e+04 -4.1582e+04  1.9455e+04 -8.8697e+04  1.5851e+01  6.3304e+01  2.4176e+02 -3.7119e+02 -8.0505e+01 -9.8510e+00  4.5707e+02 -2.6757e+02 -2.4462e+02 -4.0797e+02 -3.1121e+02 -2.8875e+02 -1.3828e+02 -1.3434e+02 -2.1024e+02  3.4345e+02  5.5010e+02  3.1570e+02
 -9.1354e+04  3.0269e+04  2.4018e+04  3.7657e+05 -1.2660e+05 -1.0683e+05 -1.7100e+04  5.4568e+03  1.1492e+04  7.7361e+02  2.5097e+02 -4.0507e+02  7.2658e+02 -5.4340e+01  2.7919e+03 -7.2745e+01 -2.4002e+03 -3.8241e+03 -8.3182e+02  2.6982e+02  8.0182e+01 -4.8151e+01 -5.4612e+01 -1.2991e+02  4.0991e+03  9.9405e+02  2.1137e+03
  2.9563e+04 -1.2151e+04 -7.6766e+03 -1.2660e+05  5.7327e+04  3.8267e+04  8.4003e+03 -3.3228e+03 -4.5812e+03  7.6150e+02 -1.1280e+03  2.0612e+02 -7.7556e+02 -7.2960e+02 -5.5712e+02 -3.7192e+03  1.1678e+03 -1.1431e+03 -4.3742e+00 -3.2384e+01  3.0653e+02  2.2890e+02  4.3780e+02  4.9758e+02  1.6782e+03 -1.8495e+03 -3.9435e+03
  3.6227e+04 -1.2325e+04 -2.3258e+04 -1.0683e+05  3.8267e+04  9.2082e+04 -3.8291e+04  1.3559e+04  7.1157e+03  1.5732e+02 -2.3299e+02 -1.5273e+03  1.9927e+03  3.3962e+02  9.6060e+02 -3.9046e+03 -6.3976e+02 -5.0721e+02 -2.9140e+02  1.8329e+02  1.4197e+02  4.0863e+02  1.3606e+02 -7.8671e+01  2.8366e+03 -2.3654e+03 -1.3986e+03
 -3.8570e+04  1.6437e+04 -4.1582e+04 -1.7100e+04  8.4003e+03 -3.8291e+04  1.7318e+05 -7.3549e+04  2.0374e+05 -4.6275e+02 -5.6242e+01  3.3282e+02 -3.9716e+02  1.3022e+02 -4.1432e+02  4.5272e+02  2.0453e+02  4.3488e+01  1.9156e+02  3.8872e+01 -6.7853e+01 -1.6478e+02 -1.8887e+02  4.1774e+02 -1.2328e+03 -4.1024e+02 -8.9128e+02
  1.7222e+04 -7.7995e+03  1.9455e+04  5.4568e+03 -3.3228e+03  1.3559e+04 -7.3549e+04  3.3190e+04 -9.0608e+04  1.1382e+02 -7.8076e+01 -5.8896e+01 -1.0929e+02  1.9605e+02  5.4543e+01 -6.3954e+00  1.0177e+02 -7.5067e+00 -3.8668e+02 -4.3161e+02 -2.7883e+02 -1.9090e+01 -1.1203e+02 -1.0192e+02  7.0457e+02  3.0491e+03  9.4393e+02
 -5.4223e+04  2.3617e+04 -8.8697e+04  1.1492e+04 -4.5812e+03  7.1157e+03  2.0374e+05 -9.0608e+04  3.4698e+05  7.8477e+01 -8.3546e+01  7.8547e+00  6.8166e+02  1.9727e+02 -3.2336e+01  7.6469e+01  1.7139e+02 -3.7717e+02  1.1389e+02 -1.0135e+02 -2.9204e+01 -2.5257e+02  2.4996e+01  7.3513e+02 -4.8559e+02  1.4476e+03 -9.8611e+02
 -7.4397e+02  4.1181e+01  1.5851e+01  7.7361e+02  7.6150e+02  1.5732e+02 -4.6275e+02  1.1382e+02  7.8477e+01  2.1311e+04  6.3907e+03 -1.5840e+04 -7.3090e+04 -3.3404e+04  4.9714e+04 -9.0845e+03  5.9474e+03  1.2192e+04  2.1101e+01  2.9350e+02  3.1807e+02 -1.6571e+02  2.1298e+02  1.5960e+02  1.0802e+01 -4.2472e+02 -5.2658e+02
